Protein Group	SubGroup	Protein	Protein ID	Entry Name	Gene Names	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Unique Stripped Peptides	Summarized Total Spectral Count	Summarized Unique Spectral Count	Summarized Razor Spectral Count	qx017084_EGFP_1 Total Spectral Count	qx017084_EGFP_1 Unique Spectral Count	qx017084_EGFP_1 Razor Spectral Count	qx017084_EGFP_1 Total Intensity	qx017084_EGFP_1 Unique Intensity	qx017084_EGFP_1 Razor Intensity	qx017098_EGFP_2 Total Spectral Count	qx017098_EGFP_2 Unique Spectral Count	qx017098_EGFP_2 Razor Spectral Count	qx017098_EGFP_2 Total Intensity	qx017098_EGFP_2 Unique Intensity	qx017098_EGFP_2 Razor Intensity	qx017108_EGFP_4 Total Spectral Count	qx017108_EGFP_4 Unique Spectral Count	qx017108_EGFP_4 Razor Spectral Count	qx017108_EGFP_4 Total Intensity	qx017108_EGFP_4 Unique Intensity	qx017108_EGFP_4 Razor Intensity	qx017176_NSP2_1 Total Spectral Count	qx017176_NSP2_1 Unique Spectral Count	qx017176_NSP2_1 Razor Spectral Count	qx017176_NSP2_1 Total Intensity	qx017176_NSP2_1 Unique Intensity	qx017176_NSP2_1 Razor Intensity	qx017177_NSP2_2 Total Spectral Count	qx017177_NSP2_2 Unique Spectral Count	qx017177_NSP2_2 Razor Spectral Count	qx017177_NSP2_2 Total Intensity	qx017177_NSP2_2 Unique Intensity	qx017177_NSP2_2 Razor Intensity	qx017178_NSP2_3 Total Spectral Count	qx017178_NSP2_3 Unique Spectral Count	qx017178_NSP2_3 Razor Spectral Count	qx017178_NSP2_3 Total Intensity	qx017178_NSP2_3 Unique Intensity	qx017178_NSP2_3 Razor Intensity	Indistinguishable Proteins
851	a	sp|Q99873|ANM1_HUMAN	Q99873	ANM1_HUMAN	PRMT1	371	21	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein arginine N-methyltransferase 1 	1	0.999	7	7	7	7	2	2	2	755381	755381	755381	2	2	2	1476184	1476184	1476184	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	612266	612266	612266	2	2	2	1563378	1563378	1563378	
852	a	sp|Q9BQ61|TRIR_HUMAN	Q9BQ61	TRIR_HUMAN	TRIR	176	35	Homo sapiens OX=9606	1:Experimental evidence at protein level	Telomerase RNA component interacting RNase 	1	0.999	5	9	9	9	3	3	3	2615466	2615466	2615466	2	2	2	3224183	3224183	3224183	0	0	0	0	0	0	1	1	1	2208685	2208685	2208685	1	1	1	2280943	2280943	2280943	2	2	2	44749728	44749728	44749728	
853	a	sp|Q9BQE3|TBA1C_HUMAN	Q9BQE3	TBA1C_HUMAN	TUBA1C	449	57	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tubulin alpha-1C chain 	1	0.999	21	145	4	38	25	2	8	20750814	453725	16051804	27	1	6	33081750	492777	26931468	21	0	5	25599208	0	22271898	24	0	6	18175735	0	13669561	21	0	6	14560763	0	10718212	27	1	7	19045914	581396	16031602	
853	b	sp|P68366|TBA4A_HUMAN	P68366	TBA4A_HUMAN	TUBA4A	448	58	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tubulin alpha-4A chain 	1	0.999	20	139	8	32	23	2	6	16070040	2591156	5112849	28	3	7	25419190	6402790	8853194	20	1	4	19795226	545173	3966675	24	2	6	15017379	5917370	8832894	19	0	4	10472808	0	2998568	25	0	5	13718948	0	3469219	
853	d	sp|P68363|TBA1B_HUMAN	P68363	TBA1B_HUMAN	TUBA1B	451	0	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tubulin alpha-1B chain 	0.0894	0.999	23	171	0	107	28	0	17	20750814	0	16070040	32	0	21	33081750	0	25419190	25	0	16	25599208	0	19795226	30	0	18	20208983	0	12343477	25	0	15	14560763	0	10472808	31	0	20	19045914	0	13718948	
854	a	sp|Q9BRJ7|TIRR_HUMAN	Q9BRJ7	TIRR_HUMAN	NUDT16L1	211	47	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tudor-interacting repair regulator protein 	1	0.999	9	38	38	38	8	8	8	3203683	3203683	3203683	4	4	4	2388655	2388655	2388655	7	7	7	1652647	1652647	1652647	8	8	8	1763314	1763314	1763314	8	8	8	2272000	2272000	2272000	3	3	3	1472946	1472946	1472946	
855	a	sp|Q9BRX2|PELO_HUMAN	Q9BRX2	PELO_HUMAN	PELO	385	47	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein pelota homolog 	1	0.999	16	53	53	53	9	9	9	6617105	6617105	6617105	11	11	11	13425311	13425311	13425311	9	9	9	2694495	2694495	2694495	8	8	8	4918991	4918991	4918991	10	10	10	5237589	5237589	5237589	6	6	6	6279534	6279534	6279534	
856	a	sp|Q9BTE7|DCNL5_HUMAN	Q9BTE7	DCNL5_HUMAN	DCUN1D5	237	35	Homo sapiens OX=9606	1:Experimental evidence at protein level	DCN1-like protein 5 	1	0.999	8	19	19	19	4	4	4	2515102	2515102	2515102	3	3	3	3035645	3035645	3035645	2	2	2	1425649	1425649	1425649	5	5	5	2193611	2193611	2193611	3	3	3	2629099	2629099	2629099	2	2	2	3363035	3363035	3363035	
857	a	sp|Q9BU76|MMTA2_HUMAN	Q9BU76	MMTA2_HUMAN	MMTAG2	263	51	Homo sapiens OX=9606	1:Experimental evidence at protein level	Multiple myeloma tumor-associated protein 2 	1	0.999	16	66	66	66	13	13	13	11626773	11626773	11626773	11	11	11	16382845	16382845	16382845	11	11	11	17295153	17295153	17295153	7	7	7	15617058	15617058	15617058	12	12	12	14855650	14855650	14855650	12	12	12	20977675	20977675	20977675	
858	a	sp|Q9BZX2|UCK2_HUMAN	Q9BZX2	UCK2_HUMAN	UCK2	261	22	Homo sapiens OX=9606	1:Experimental evidence at protein level	Uridine-cytidine kinase 2 	1	0.9989	5	5	5	5	2	2	2	723679	723679	723679	1	1	1	353985	353985	353985	0	0	0	0	0	0	1	1	1	301990	301990	301990	0	0	0	0	0	0	1	1	1	0	0	0	
859	a	sp|Q9GZT9|EGLN1_HUMAN	Q9GZT9	EGLN1_HUMAN	EGLN1	426	37	Homo sapiens OX=9606	1:Experimental evidence at protein level	Egl nine homolog 1 	1	0.999	10	15	15	15	3	3	3	914146	914146	914146	6	6	6	1719501	1719501	1719501	2	2	2	271583	271583	271583	0	0	0	0	0	0	2	2	2	372415	372415	372415	2	2	2	735559	735559	735559	
860	a	sp|Q9H2U1|DHX36_HUMAN	Q9H2U1	DHX36_HUMAN	DHX36	1008	16	Homo sapiens OX=9606	1:Experimental evidence at protein level	ATP-dependent DNA/RNA helicase DHX36 	1	0.999	11	20	20	20	4	4	4	1781435	1781435	1781435	3	3	3	1309406	1309406	1309406	3	3	3	1018438	1018438	1018438	3	3	3	577972	577972	577972	5	5	5	4004766	4004766	4004766	2	2	2	2469866	2469866	2469866	
861	a	sp|Q9NQ88|TIGAR_HUMAN	Q9NQ88	TIGAR_HUMAN	TIGAR	270	21	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Fructose-2,6-bisphosphatase TIGAR "	1	0.999	4	7	7	7	0	0	0	0	0	0	1	1	1	253860	253860	253860	2	2	2	182091	182091	182091	1	1	1	234807	234807	234807	2	2	2	569093	569093	569093	1	1	1	206177	206177	206177	
862	a	sp|Q9NQA3|WASH6_HUMAN	Q9NQA3	WASH6_HUMAN	WASH6P	447	16	Homo sapiens OX=9606	1:Experimental evidence at protein level	WAS protein family homolog 6 	0.9999	0.999	6	5	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	657732	0	657732	2	1	2	674579	292723	674579	1	1	1	0	0	0	
863	a	sp|Q9NR30|DDX21_HUMAN	Q9NR30	DDX21_HUMAN	DDX21	783	30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nucleolar RNA helicase 2 	1	0.999	19	24	24	24	9	9	9	2677891	2677891	2677891	5	5	5	2707707	2707707	2707707	0	0	0	0	0	0	10	10	10	3950260	3950260	3950260	0	0	0	0	0	0	0	0	0	0	0	0	
864	a	sp|Q9NSV4|DIAP3_HUMAN	Q9NSV4	DIAP3_HUMAN	DIAPH3	1193	13	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein diaphanous homolog 3 	1	0.999	14	34	34	34	5	5	5	1145943	1145943	1145943	5	5	5	1559821	1559821	1559821	6	6	6	1070150	1070150	1070150	5	5	5	3381705	3381705	3381705	6	6	6	3778758	3778758	3778758	7	7	7	3186592	3186592	3186592	
865	a	sp|Q9NUP9|LIN7C_HUMAN	Q9NUP9	LIN7C_HUMAN	LIN7C	197	15	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein lin-7 homolog C 	1	0.999	3	4	4	4	1	1	1	454756	454756	454756	2	2	2	3687484	3687484	3687484	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
866	a	sp|Q9NVI7|ATD3A_HUMAN	Q9NVI7	ATD3A_HUMAN	ATAD3A	634	11	Homo sapiens OX=9606	1:Experimental evidence at protein level	ATPase family AAA domain-containing protein 3A 	1	0.999	6	7	6	7	1	1	1	2349419	2349419	2349419	3	2	3	1074568	608057	1074568	0	0	0	0	0	0	1	1	1	265696	265696	265696	1	1	1	1175734	1175734	1175734	1	1	1	1856246	1856246	1856246	
867	a	sp|Q9NVN8|GNL3L_HUMAN	Q9NVN8	GNL3L_HUMAN	GNL3L	582	30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Guanine nucleotide-binding protein-like 3-like protein 	1	0.999	14	34	34	34	3	3	3	1128739	1128739	1128739	5	5	5	2371506	2371506	2371506	8	8	8	1633267	1633267	1633267	5	5	5	1404812	1404812	1404812	4	4	4	956593	956593	956593	9	9	9	1492834	1492834	1492834	
868	a	sp|Q9NWB6|ARGL1_HUMAN	Q9NWB6	ARGL1_HUMAN	ARGLU1	273	31	Homo sapiens OX=9606	1:Experimental evidence at protein level	Arginine and glutamate-rich protein 1 	1	0.999	14	41	41	41	5	5	5	30776640	30776640	30776640	7	7	7	41413102	41413102	41413102	4	4	4	29103395	29103395	29103395	8	8	8	28158167	28158167	28158167	9	9	9	28065245	28065245	28065245	8	8	8	32217069	32217069	32217069	
869	a	sp|Q9NZI8|IF2B1_HUMAN	Q9NZI8	IF2B1_HUMAN	IGF2BP1	577	25	Homo sapiens OX=9606	1:Experimental evidence at protein level	Insulin-like growth factor 2 mRNA-binding protein 1 	1	0.999	12	17	16	17	4	4	4	849747	849747	849747	2	2	2	741474	741474	741474	0	0	0	0	0	0	11	10	11	6521082	4223172	6521082	0	0	0	0	0	0	0	0	0	0	0	0	
869	b	sp|O00425|IF2B3_HUMAN	O00425	IF2B3_HUMAN	IGF2BP3	579	4	Homo sapiens OX=9606	1:Experimental evidence at protein level	Insulin-like growth factor 2 mRNA-binding protein 3 	0.9992	0.9974	3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	3498081	153161	153161	0	0	0	0	0	0	0	0	0	0	0	0	
870	a	sp|Q9NZW5|MPP6_HUMAN	Q9NZW5	MPP6_HUMAN	MPP6	540	22	Homo sapiens OX=9606	1:Experimental evidence at protein level	MAGUK p55 subfamily member 6 	1	0.999	10	14	12	14	3	3	3	2161772	2161772	2161772	1	1	1	2745696	2745696	2745696	0	0	0	0	0	0	6	6	6	5019401	5019401	5019401	4	2	4	996454	695246	996454	0	0	0	0	0	0	
871	a	sp|Q9ULW0|TPX2_HUMAN	Q9ULW0	TPX2_HUMAN	TPX2	747	13	Homo sapiens OX=9606	1:Experimental evidence at protein level	Targeting protein for Xklp2 	1	0.999	8	9	9	9	2	2	2	655722	655722	655722	3	3	3	1261244	1261244	1261244	0	0	0	0	0	0	2	2	2	575871	575871	575871	1	1	1	165466	165466	165466	1	1	1	239117	239117	239117	
872	a	sp|Q9Y2W1|TR150_HUMAN	Q9Y2W1	TR150_HUMAN	THRAP3	955	16	Homo sapiens OX=9606	1:Experimental evidence at protein level	Thyroid hormone receptor-associated protein 3 	1	0.999	12	30	30	30	6	6	6	3163596	3163596	3163596	8	8	8	4988705	4988705	4988705	8	8	8	2462968	2462968	2462968	4	4	4	2621188	2621188	2621188	1	1	1	344798	344798	344798	3	3	3	7475675	7475675	7475675	
961	a	sp|L0R8F8|MIDUO_HUMAN	L0R8F8	MIDUO_HUMAN	MIEF1	70	22	Homo sapiens OX=9606	1:Experimental evidence at protein level	MIEF1 upstream open reading frame protein 	0.9974	0.9988	2	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	318158	318158	318158	1	1	1	228338	228338	228338	1	1	1	362911	362911	362911	
875	a	sp|O75832|PSD10_HUMAN	O75832	PSD10_HUMAN	PSMD10	226	8	Homo sapiens OX=9606	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 10 	0.9999	0.9977	2	2	2	2	1	1	1	233083	233083	233083	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	244840	244840	244840	0	0	0	0	0	0	0	0	0	0	0	0	
876	a	sp|P48444|COPD_HUMAN	P48444	COPD_HUMAN	ARCN1	511	7	Homo sapiens OX=9606	1:Experimental evidence at protein level	Coatomer subunit delta 	0.9999	0.999	3	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	1027723	1027723	1027723	
877	a	sp|P56182|RRP1_HUMAN	P56182	RRP1_HUMAN	RRP1	461	4	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ribosomal RNA processing protein 1 homolog A 	0.9999	0.999	2	5	5	5	0	0	0	0	0	0	1	1	1	414316	414316	414316	0	0	0	0	0	0	2	2	2	799961	799961	799961	0	0	0	0	0	0	2	2	2	1438552	1438552	1438552	
878	a	sp|P61221|ABCE1_HUMAN	P61221	ABCE1_HUMAN	ABCE1	599	3	Homo sapiens OX=9606	1:Experimental evidence at protein level	ATP-binding cassette sub-family E member 1 	0.9999	0.999	2	2	2	2	0	0	0	0	0	0	1	1	1	307912	307912	307912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	608321	608321	608321	
879	a	sp|P62304|RUXE_HUMAN	P62304	RUXE_HUMAN	SNRPE	92	25	Homo sapiens OX=9606	1:Experimental evidence at protein level	Small nuclear ribonucleoprotein E 	0.9999	0.999	2	5	5	5	1	1	1	158591	158591	158591	2	2	2	1350450	1350450	1350450	0	0	0	0	0	0	1	1	1	355142	355142	355142	1	1	1	190090	190090	190090	0	0	0	0	0	0	
880	a	sp|P63208|SKP1_HUMAN	P63208	SKP1_HUMAN	SKP1	163	12	Homo sapiens OX=9606	1:Experimental evidence at protein level	S-phase kinase-associated protein 1 	0.9999	0.999	2	5	5	5	1	1	1	591093	591093	591093	1	1	1	526223	526223	526223	1	1	1	570228	570228	570228	1	1	1	240303	240303	240303	0	0	0	0	0	0	1	1	1	149532	149532	149532	
881	a	sp|Q14135|VGLL4_HUMAN	Q14135	VGLL4_HUMAN	VGLL4	290	11	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transcription cofactor vestigial-like protein 4 	0.9999	0.999	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	616256	616256	616256	0	0	0	0	0	0	0	0	0	0	0	0	
882	a	sp|Q15370|ELOB_HUMAN	Q15370	ELOB_HUMAN	ELOB	118	28	Homo sapiens OX=9606	1:Experimental evidence at protein level	Elongin-B 	0.9999	0.9974	2	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	2	2	2	581682	581682	581682	
883	a	sp|Q5T3I0|GPTC4_HUMAN	Q5T3I0	GPTC4_HUMAN	GPATCH4	446	4	Homo sapiens OX=9606	1:Experimental evidence at protein level	G patch domain-containing protein 4 	0.9999	0.999	2	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	1043843	1043843	1043843	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	723859	723859	723859	
884	a	sp|Q6P6C2|ALKB5_HUMAN	Q6P6C2	ALKB5_HUMAN	ALKBH5	394	14	Homo sapiens OX=9606	1:Experimental evidence at protein level	RNA demethylase ALKBH5 	0.9999	0.999	3	2	2	2	0	0	0	0	0	0	1	1	1	460943	460943	460943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	747369	747369	747369	
885	a	sp|Q6PGN9|PSRC1_HUMAN	Q6PGN9	PSRC1_HUMAN	PSRC1	363	6	Homo sapiens OX=9606	1:Experimental evidence at protein level	Proline/serine-rich coiled-coil protein 1 	0.9999	0.9987	2	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	219924	219924	219924	1	1	1	160273	160273	160273	1	1	1	0	0	0	
886	a	sp|Q96C01|F136A_HUMAN	Q96C01	F136A_HUMAN	FAM136A	138	23	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein FAM136A 	0.9999	0.9978	3	3	3	3	1	1	1	112076	112076	112076	1	1	1	150413	150413	150413	1	1	1	611621	611621	611621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
887	a	sp|Q96EE3|SEH1_HUMAN	Q96EE3	SEH1_HUMAN	SEH1L	360	7	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nucleoporin SEH1 	0.9999	0.999	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	231857	231857	231857	1	1	1	1063920	1063920	1063920	
888	a	sp|Q96GQ7|DDX27_HUMAN	Q96GQ7	DDX27_HUMAN	DDX27	796	2	Homo sapiens OX=9606	1:Experimental evidence at protein level	Probable ATP-dependent RNA helicase DDX27 	0.9999	0.999	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	668477	668477	668477	0	0	0	0	0	0	0	0	0	0	0	0	
889	a	sp|Q9H501|ESF1_HUMAN	Q9H501	ESF1_HUMAN	ESF1	851	2	Homo sapiens OX=9606	1:Experimental evidence at protein level	ESF1 homolog 	0.9999	0.9956	2	4	4	4	1	1	1	565466	565466	565466	0	0	0	0	0	0	1	1	1	572596	572596	572596	0	0	0	0	0	0	1	1	1	329538	329538	329538	1	1	1	0	0	0	
890	a	sp|Q9NZL4|HPBP1_HUMAN	Q9NZL4	HPBP1_HUMAN	HSPBP1	359	10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Hsp70-binding protein 1 	0.9999	0.9976	2	2	2	2	2	2	2	460344	460344	460344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
891	a	sp|Q16181|SEPT7_HUMAN	Q16181	SEPT7_HUMAN	SEPTIN7	437	4	Homo sapiens OX=9606	1:Experimental evidence at protein level	Septin-7 	0.9999	0.999	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	702172	702172	702172	
892	a	sp|Q5MNZ6|WIPI3_HUMAN	Q5MNZ6	WIPI3_HUMAN	WDR45B	344	4	Homo sapiens OX=9606	1:Experimental evidence at protein level	WD repeat domain phosphoinositide-interacting protein 3 	0.9999	0.999	2	5	5	5	1	1	1	522304	522304	522304	0	0	0	0	0	0	1	1	1	2717696	2717696	2717696	1	1	1	292234	292234	292234	1	1	1	235893	235893	235893	1	1	1	414616	414616	414616	
895	a	sp|O60884|DNJA2_HUMAN	O60884	DNJA2_HUMAN	DNAJA2	412	6	Homo sapiens OX=9606	1:Experimental evidence at protein level	DnaJ homolog subfamily A member 2 	0.9998	0.999	3	4	4	4	0	0	0	0	0	0	2	2	2	1806193	1806193	1806193	0	0	0	0	0	0	2	2	2	333969	333969	333969	0	0	0	0	0	0	0	0	0	0	0	0	
896	a	sp|P52926|HMGA2_HUMAN	P52926	HMGA2_HUMAN	HMGA2	109	33	Homo sapiens OX=9606	1:Experimental evidence at protein level	High mobility group protein HMGI-C 	0.9998	0.999	2	6	6	6	0	0	0	0	0	0	2	2	2	3513007	3513007	3513007	1	1	1	448337	448337	448337	2	2	2	1327400	1327400	1327400	1	1	1	454450	454450	454450	0	0	0	0	0	0	
897	a	sp|Q14257|RCN2_HUMAN	Q14257	RCN2_HUMAN	RCN2	317	7	Homo sapiens OX=9606	1:Experimental evidence at protein level	Reticulocalbin-2 	0.9998	0.999	2	4	4	4	1	1	1	150161	150161	150161	1	1	1	213054	213054	213054	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	423488	423488	423488	0	0	0	0	0	0	
898	a	sp|Q8TAE8|G45IP_HUMAN	Q8TAE8	G45IP_HUMAN	GADD45GIP1	222	14	Homo sapiens OX=9606	1:Experimental evidence at protein level	Growth arrest and DNA damage-inducible proteins-interacting protein 1 	0.9998	0.999	2	5	5	5	1	1	1	277727	277727	277727	1	1	1	477740	477740	477740	0	0	0	0	0	0	1	1	1	184435	184435	184435	0	0	0	0	0	0	2	2	2	652308	652308	652308	
899	a	sp|Q96F45|ZN503_HUMAN	Q96F45	ZN503_HUMAN	ZNF503	646	7	Homo sapiens OX=9606	1:Experimental evidence at protein level	Zinc finger protein 503 	0.9998	0.999	3	6	1	1	1	0	0	541525	0	0	1	0	0	542661	0	0	1	1	1	453617	453617	453617	1	0	0	737379	0	0	1	0	0	689904	0	0	1	0	0	880677	0	0	
900	a	sp|Q96K17|BT3L4_HUMAN	Q96K17	BT3L4_HUMAN	BTF3L4	158	23	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transcription factor BTF3 homolog 4 	0.9998	0.9989	2	2	2	2	0	0	0	0	0	0	2	2	2	1907814	1907814	1907814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
901	a	sp|Q9BWJ5|SF3B5_HUMAN	Q9BWJ5	SF3B5_HUMAN	SF3B5	86	15	Homo sapiens OX=9606	1:Experimental evidence at protein level	Splicing factor 3B subunit 5 	0.9998	0.999	1	2	2	2	0	0	0	0	0	0	2	2	2	737787	737787	737787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
902	a	sp|Q9Y6D0|SELK_HUMAN	Q9Y6D0	SELK_HUMAN	SELENOK	94	22	Homo sapiens OX=9606	1:Experimental evidence at protein level	Selenoprotein K 	0.9998	0.9979	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	521240	521240	521240	0	0	0	0	0	0	
903	a	sp|P09972|ALDOC_HUMAN	P09972	ALDOC_HUMAN	ALDOC	364	9	Homo sapiens OX=9606	1:Experimental evidence at protein level	Fructose-bisphosphate aldolase C 	0.9997	0.999	2	3	3	3	1	1	1	0	0	0	1	1	1	2378522	2378522	2378522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3064307	3064307	3064307	
904	a	sp|Q9NSI2|F207A_HUMAN	Q9NSI2	F207A_HUMAN	FAM207A	230	15	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein FAM207A 	0.9997	0.9955	3	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	450776	450776	450776	0	0	0	0	0	0	1	1	1	166382	166382	166382	0	0	0	0	0	0	
905	a	sp|P60660|MYL6_HUMAN	P60660	MYL6_HUMAN	MYL6	151	10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Myosin light polypeptide 6 	0.9997	0.999	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	475704	475704	475704	
906	a	sp|P62333|PRS10_HUMAN	P62333	PRS10_HUMAN	PSMC6	389	7	Homo sapiens OX=9606	1:Experimental evidence at protein level	26S proteasome regulatory subunit 10B 	0.9996	0.9958	2	2	2	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	97239	97239	97239	0	0	0	0	0	0	
907	a	sp|Q15651|HMGN3_HUMAN	Q15651	HMGN3_HUMAN	HMGN3	99	27	Homo sapiens OX=9606	1:Experimental evidence at protein level	High mobility group nucleosome-binding domain-containing protein 3 	0.9996	0.999	2	2	2	2	0	0	0	0	0	0	1	1	1	297436	297436	297436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1456214	1456214	1456214	
908	a	sp|Q8N163|CCAR2_HUMAN	Q8N163	CCAR2_HUMAN	CCAR2	923	2	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cell cycle and apoptosis regulator protein 2 	0.9996	0.9981	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	7218734	7218734	7218734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
909	a	sp|Q96QK1|VPS35_HUMAN	Q96QK1	VPS35_HUMAN	VPS35	796	6	Homo sapiens OX=9606	1:Experimental evidence at protein level	Vacuolar protein sorting-associated protein 35 	0.9996	0.999	3	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	148434	148434	148434	1	1	1	311997	311997	311997	
911	a	sp|Q9Y450|HBS1L_HUMAN	Q9Y450	HBS1L_HUMAN	HBS1L	684	5	Homo sapiens OX=9606	1:Experimental evidence at protein level	HBS1-like protein 	0.9996	0.999	2	3	3	3	0	0	0	0	0	0	1	1	1	587113	587113	587113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	1993708	1993708	1993708	
912	a	sp|Q13523|PRP4B_HUMAN	Q13523	PRP4B_HUMAN	PRPF4B	1007	2	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/threonine-protein kinase PRP4 homolog 	0.9995	0.999	2	2	2	2	0	0	0	0	0	0	1	1	1	993809	993809	993809	0	0	0	0	0	0	1	1	1	128173	128173	128173	0	0	0	0	0	0	0	0	0	0	0	0	
913	a	sp|Q6P1Q9|MET2B_HUMAN	Q6P1Q9	MET2B_HUMAN	METTL2B	378	11	Homo sapiens OX=9606	1:Experimental evidence at protein level	tRNA N(3)-methylcytidine methyltransferase METTL2B 	0.9995	0.999	3	9	3	9	2	0	2	0	0	0	1	0	1	1089175	0	1089175	2	1	2	1107528	487907	1107528	2	1	2	1470418	949312	1470418	2	1	2	1790418	1790418	1790418	0	0	0	0	0	0	
914	a	sp|Q7L2E3|DHX30_HUMAN	Q7L2E3	DHX30_HUMAN	DHX30	1194	2	Homo sapiens OX=9606	1:Experimental evidence at protein level	ATP-dependent RNA helicase DHX30 	0.9995	0.9989	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	355309	355309	355309	0	0	0	0	0	0	0	0	0	0	0	0	
915	a	sp|Q8NI36|WDR36_HUMAN	Q8NI36	WDR36_HUMAN	WDR36	951	2	Homo sapiens OX=9606	1:Experimental evidence at protein level	WD repeat-containing protein 36 	0.9995	0.999	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	327293	327293	327293	0	0	0	0	0	0	0	0	0	0	0	0	
917	a	sp|P78316|NOP14_HUMAN	P78316	NOP14_HUMAN	NOP14	857	3	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nucleolar protein 14 	0.9994	0.9976	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	184099	184099	184099	0	0	0	0	0	0	0	0	0	0	0	0	
